<<<<<<< HEAD
"Từ khi còn nhỏ đến 30 năm trước, tôi không biết tình yêu của cha tôi là gì. Hãy nghe, hãy nhìn, hãy nhìn cơ thể tôi như thế nào. Ai có cha, hãy cố gắng gần gũi hơn với cha mình bên cạnh mẹ mình.","Đôi khi, chỉ cần một chút bình yên là đủ.",Sadness,por_Latn
"Nếu ai đó đánh giá cao những khoảnh khắc của cha mình, khoảnh khắc anh ta thất bại là khoảnh khắc đau buồn, nhớ và tình cảm lớn lao.",Tôi nghĩ họ xứng đáng với điều gì đó tốt hơn.,Sadness,kor_Hang→spa_Latn→eng_Latn
"Ai còn tôi, hãy đánh giá cao những khoảnh khắc tôi có với Cha tôi khi tôi không còn nữa. Đó là một cảm giác đau buồn, một cảm giác nhớ lại, một cảm giác rất đau buồn. Tôi đã mất bạn cách đây vài ngày, cảm ơn, một bài hát rất đẹp và có ý nghĩa!",Tôi tin rằng anh xứng đáng với điều gì đó tốt hơn.,Sadness,nld_Latn
Nghe những bài hát mà tôi rất nhớ.,"Tôi đã cố gắng hết sức, hãy cố gắng nắm lấy nó.",Sadness,kor_Hang→ind_Latn
"dưới sông vàng, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con, chúc phúc cho cha con.",Tôi đã cố gắng rất nhiều. Tôi muốn anh ôm tôi.,Sadness,jpn_Jpan
Tôi yêu anh rất nhiều. Tôi làm việc cho anh rất nhiều.,Cảm ơn anh. Cảm ơn anh rất nhiều.,Sadness,zho_Hans→tur_Latn→tha_Thai
Tôi yêu anh rất nhiều Những ký ức của tôi là những ngày nghèo nàn dài Tôi đã làm việc chăm chỉ để nuôi dạy anh cho đến nay,Đôi khi một chút bình yên là đủ.,Sadness,fil_Latn→eng_Latn→fra_Latn
"Cha tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, tôi, và tôi, và tôi, và tôi, tôi, tôi,","Thời gian đó sẽ giúp con, chữa lành con, nhưng con sẽ không chết.",Sadness,deu_Latn→tha_Thai→nld_Latn
"Cha tôi, con tôi, cha tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi, con tôi,","Thời gian sẽ giúp bạn hồi phục, nhưng đừng bỏ cuộc.",Sadness,ita_Latn
"Thằng ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc, ngốc.",Chỉ cần sống theo tốc độ của mình mà không có niềm vui hay đau buồn.,Neutral,jpn_Jpan
Khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào khi nào,Tôi thích.,Neutral,msa_Latn→fra_Latn→por_Latn
Bạn không thể nhìn thấy con gái tôi hay con gái tôi.,Tôi tin rằng tôi xứng đáng với điều tốt nhất.,Sadness,kor_Hang→por_Latn→msa_Latn
Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không? Bạn có thấy con trai tôi hay con gái tôi không?,️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,Sadness,tur_Latn→kor_Hang→msa_Latn
"Tôi cảm thấy tội lỗi 3 lần trong bài hát này, nhưng tôi có cơ hội nhanh chóng xin lỗi.","Este sentimento vai passar, como muitas outras vezes",Sadness,por_Latn→jpn_Jpan
Tôi cảm thấy tội lỗi vì tôi có cơ hội.,Ở đây.,Sadness,tur_Latn→msa_Latn→zho_Hans
"Tôi nhớ anh rất nhiều, mẹ tôi vẫn còn sống và nhớ khi tôi quên rằng cha tôi đã chúc phúc cho mẹ tôi dưới mặt nước vàng, một người cha khỏe mạnh và rõ ràng.","Tôi biết cảm giác đó là gì, và mọi người đều cảm thấy nặng nề đôi khi.",Sadness,eng_Latn→zho_Hans
"Tôi rất nhớ cha tôi, tôi vẫn còn sống, tôi luôn nhớ bản thân mình, tôi đang ở dưới những giếng nước màu vàng, và tôi muốn cha tôi trở lại lành mạnh.",Tôi hiểu cảm giác đó. Mọi người đều bị áp lực vào lúc nào đó.,Sadness,ind_Latn
"Tôi không phải là người nói với bạn mà là người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn, người nói với bạn.","Thời gian sẽ giúp bạn chữa lành, miễn là bạn không bỏ cuộc.",Sadness,zho_Hans→deu_Latn
"""Bye Hat the La Orange Don Queen Heart the Orange Don Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn Queen the Orange Dawn",Thời gian sẽ chữa lành cho bạn. Đừng bỏ cuộc.,Sadness,jpn_Jpan
️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,Tôi hiểu cảm xúc này. Mọi người đều cảm thấy buồn vào lúc nào đó.,Sadness,zho_Hans→fil_Latn→kor_Hang
"Người ta phải hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc, hạnh phúc.","Tôi hiểu cảm giác đó, mọi người đều có lúc buồn.",Sadness,zho_Hans→ind_Latn
"3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ, 3 tấn màu đỏ.","Bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết, bạn đã biết.",Sadness,tur_Latn→fra_Latn→ita_Latn
Tại sao tôi lại mở miệng? Tại sao tôi lại mở miệng? Tại sao tôi lại mở miệng? Tại sao tôi lại mở miệng? Tại sao tôi lại mở miệng? Tại sao tôi lại mở miệng? Tại sao tôi lại mở miệng?,"Và cảm giác đó sẽ biến mất, giống như bạn đã trải qua nhiều lần trong quá khứ.",Sadness,zho_Hans
"Mẹ tôi qua đời khi tôi 6 tuổi, con gái tôi 28 tháng tuổi.","Đau buồn là một phần của cuộc sống, để tôi nghỉ ngơi một chút.",Sadness,tha_Thai→zho_Hans
"Bộ não, bộ não.",- Bộ não.,Sadness,fil_Latn→por_Latn→spa_Latn
"Có ai đó hiểu rằng tôi lo lắng về cha mẹ của tôi khi họ chết trong tình trạng này, rằng họ chỉ làm việc trong điều kiện khó khăn, và họ chỉ ăn cho cha mẹ của họ khi họ chết trong tình trạng này.",Tôi tin vào điều gì đó tốt hơn phán quyết.,Sadness,nld_Latn→eng_Latn→fra_Latn
"Có ai hiểu tôi quan tâm đến cha mẹ tôi, những người không hài lòng trong những tình huống khó khăn, làm việc chăm chỉ để nuôi bố mẹ tôi, những người không hài lòng trong thời gian nghỉ ngơi?",Chúng tôi tin rằng bạn xứng đáng nhận được điều tốt hơn.,Sadness,tha_Thai
hay pua a oi bai haf ngày nay lam e rượu vang chong rượu vang cha buon pua a oi hu hu hu ba oi rượu vang cha va e rượu vang chong e pua a oi cam on a va chuc a fhanh cong nhe a,"Bạn đã cố gắng hết sức, hãy cố gắng nắm lấy nó.",Sadness,ind_Latn
 ,"Bạn đã cố gắng rất nhiều, vì vậy hãy ôm mình.",Sadness,msa_Latn
"Thưa Cha, trong khi Ngài già đi, trái tim tôi luôn nhớ đến ân sủng của Ngài trên biển, lòng thương xót của Ngài rất lớn.","Anh có thể khóc nếu anh muốn, sau đó rửa nước mắt và tiếp tục.",Sadness,por_Latn
"Cha, con đã già đi, và trái tim con nhớ đến lời cảm ơn vĩnh cửu dành cho biển, tình yêu thương của con lớn đến mức nào!","Hãy khóc nếu bạn muốn, sau đó lau sạch nước mắt và tiếp tục.",Sadness,fil_Latn
